Customer ID,Age,Gender,Location,Purchase Amount (USD),Previous Purchases,Item Purchased,Category,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Payment Method,Frequency of Purchases,Discount Applied,Promo Code Used,Loyalty_Score_Final,Loyalty_Tier_Corrected,Buyer_Type
1603,54,Male,West Virginia,48,13,Sunglasses,Accessories,S,Charcoal,Winter,2.8,No,Free Shipping,Venmo,Fortnightly,Yes,Yes,29.34693877551021,Low Loyalty,Discount-Only (Only Buy on Sale)
1604,23,Male,Iowa,98,17,Shorts,Clothing,L,Black,Summer,4.3,No,Next Day Air,Debit Card,Bi-Weekly,Yes,Yes,48.79591836734695,Medium Loyalty,Mixed Behavior
1605,18,Male,Maine,92,25,Sweater,Clothing,M,White,Summer,4.8,No,2-Day Shipping,Credit Card,Every 3 Months,Yes,Yes,50.693877551020414,Medium Loyalty,Mixed Behavior
1606,70,Male,Connecticut,46,15,Belt,Accessories,M,Lavender,Winter,3.4,No,Next Day Air,Credit Card,Bi-Weekly,Yes,Yes,21.571428571428573,Low Loyalty,Discount-Only (Only Buy on Sale)
1607,55,Male,Kansas,21,4,T-shirt,Clothing,S,White,Spring,4.3,No,Standard,PayPal,Fortnightly,Yes,Yes,10.336734693877553,Low Loyalty,Discount-Only (Only Buy on Sale)
1608,49,Male,Vermont,72,43,Shorts,Clothing,S,Gray,Fall,2.7,No,Free Shipping,Debit Card,Quarterly,Yes,Yes,51.714285714285715,Medium Loyalty,Mixed Behavior
1609,26,Male,Nebraska,58,12,Sandals,Footwear,XL,Cyan,Fall,4.6,No,Next Day Air,Bank Transfer,Bi-Weekly,Yes,Yes,25.73469387755103,Low Loyalty,Discount-Only (Only Buy on Sale)
1610,33,Male,Nevada,93,3,Shirt,Clothing,S,Brown,Fall,4.1,No,Standard,Venmo,Monthly,Yes,Yes,43.72448979591837,Medium Loyalty,Mixed Behavior
1611,20,Male,Tennessee,31,1,Socks,Clothing,L,Purple,Spring,3.4,No,2-Day Shipping,PayPal,Annually,Yes,Yes,8.5,Low Loyalty,Discount-Only (Only Buy on Sale)
1612,41,Male,Arkansas,26,6,Pants,Clothing,L,Yellow,Winter,4.5,No,Next Day Air,Debit Card,Monthly,Yes,Yes,12.061224489795919,Low Loyalty,Discount-Only (Only Buy on Sale)
1613,18,Male,Wisconsin,68,26,Skirt,Clothing,M,Indigo,Summer,4.4,No,Standard,Venmo,Monthly,Yes,Yes,45.30612244897959,Medium Loyalty,Mixed Behavior
1614,26,Male,Illinois,31,6,Jewelry,Accessories,S,Black,Summer,4.0,No,Next Day Air,Credit Card,Fortnightly,Yes,Yes,16.56122448979592,Low Loyalty,Discount-Only (Only Buy on Sale)
1615,30,Male,Kansas,41,22,T-shirt,Clothing,S,Gray,Summer,3.4,No,Free Shipping,Cash,Bi-Weekly,Yes,Yes,23.357142857142858,Low Loyalty,Discount-Only (Only Buy on Sale)
1616,64,Male,New York,62,45,Jewelry,Accessories,M,Indigo,Fall,3.2,No,Standard,Cash,Bi-Weekly,Yes,Yes,47.93877551020408,Medium Loyalty,Mixed Behavior
1617,26,Male,Colorado,41,50,Hat,Accessories,M,Green,Spring,3.4,No,Standard,Cash,Quarterly,Yes,Yes,40.5,Medium Loyalty,Mixed Behavior
1618,43,Male,Wisconsin,64,50,Blouse,Clothing,M,Peach,Winter,4.3,No,Standard,Credit Card,Fortnightly,Yes,Yes,60.00000000000001,High Loyalty,Valuable but Promo-Driven
1619,63,Male,Michigan,72,39,Sandals,Footwear,L,Purple,Summer,5.0,No,Standard,Debit Card,Quarterly,Yes,Yes,49.265306122448976,Medium Loyalty,Mixed Behavior
1620,57,Male,Hawaii,78,50,Handbag,Accessories,L,Beige,Winter,3.5,No,Store Pickup,Venmo,Bi-Weekly,Yes,Yes,59.00000000000001,High Loyalty,Valuable but Promo-Driven
1621,25,Male,Virginia,47,27,Hat,Accessories,M,Charcoal,Winter,3.1,No,2-Day Shipping,PayPal,Every 3 Months,Yes,Yes,29.418367346938773,Low Loyalty,Discount-Only (Only Buy on Sale)
1622,68,Male,Ohio,46,38,Scarf,Accessories,L,Gray,Summer,3.9,No,2-Day Shipping,Debit Card,Fortnightly,Yes,Yes,43.6530612244898,Medium Loyalty,Mixed Behavior
1623,31,Male,Missouri,43,37,Shorts,Clothing,S,Brown,Winter,4.0,No,Store Pickup,Bank Transfer,Every 3 Months,Yes,Yes,33.54081632653061,Low Loyalty,Discount-Only (Only Buy on Sale)
1624,64,Male,Indiana,58,50,Backpack,Accessories,M,Cyan,Summer,3.5,No,Next Day Air,Debit Card,Annually,Yes,Yes,52.0,Medium Loyalty,Mixed Behavior
1625,38,Male,Florida,32,40,Sweater,Clothing,M,White,Winter,3.6,No,Free Shipping,PayPal,Every 3 Months,Yes,Yes,29.87755102040816,Low Loyalty,Discount-Only (Only Buy on Sale)
1626,34,Male,Minnesota,45,3,Skirt,Clothing,L,Beige,Winter,3.0,No,Next Day Air,PayPal,Bi-Weekly,Yes,Yes,13.724489795918368,Low Loyalty,Discount-Only (Only Buy on Sale)
1627,32,Male,Nevada,35,45,Sneakers,Footwear,L,Orange,Summer,2.6,No,Next Day Air,Credit Card,Bi-Weekly,Yes,Yes,34.43877551020408,Medium Loyalty,Mixed Behavior
1628,69,Male,Maine,21,8,Sunglasses,Accessories,M,Olive,Winter,2.9,No,Next Day Air,Credit Card,Annually,Yes,Yes,7.785714285714285,Low Loyalty,Discount-Only (Only Buy on Sale)
1629,45,Male,Massachusetts,64,7,Dress,Clothing,S,Teal,Winter,3.1,No,Next Day Air,Cash,Monthly,Yes,Yes,31.673469387755105,Low Loyalty,Discount-Only (Only Buy on Sale)
1630,35,Male,North Dakota,88,13,Blouse,Clothing,S,Silver,Spring,3.3,No,Next Day Air,Venmo,Quarterly,Yes,Yes,41.34693877551021,Medium Loyalty,Mixed Behavior
1631,63,Male,New Jersey,48,29,Shoes,Footwear,M,Gold,Summer,2.9,No,Store Pickup,Venmo,Every 3 Months,Yes,Yes,31.142857142857146,Low Loyalty,Discount-Only (Only Buy on Sale)
1632,65,Male,Indiana,36,7,Sweater,Clothing,L,Violet,Summer,3.9,No,2-Day Shipping,Bank Transfer,Fortnightly,Yes,Yes,19.673469387755105,Low Loyalty,Discount-Only (Only Buy on Sale)
1633,35,Male,Oregon,28,50,Gloves,Accessories,S,White,Summer,4.7,No,2-Day Shipping,Debit Card,Every 3 Months,Yes,Yes,34.0,Medium Loyalty,Mixed Behavior
1634,54,Male,North Dakota,80,33,Socks,Clothing,M,Peach,Spring,4.4,No,2-Day Shipping,Debit Card,Bi-Weekly,Yes,Yes,49.591836734693885,Medium Loyalty,Mixed Behavior
1635,28,Male,South Carolina,23,30,Coat,Outerwear,S,Orange,Summer,3.6,No,Store Pickup,Cash,Every 3 Months,Yes,Yes,19.255102040816325,Low Loyalty,Discount-Only (Only Buy on Sale)
1636,68,Male,North Carolina,24,40,Sunglasses,Accessories,L,Violet,Summer,3.2,No,Standard,Cash,Annually,Yes,Yes,28.877551020408166,Low Loyalty,Discount-Only (Only Buy on Sale)
1637,58,Male,North Dakota,22,49,Boots,Footwear,L,Green,Fall,4.0,No,Free Shipping,Cash,Fortnightly,Yes,Yes,38.38775510204081,Medium Loyalty,Mixed Behavior
1638,35,Male,Massachusetts,21,32,Dress,Clothing,M,Peach,Spring,3.5,No,Next Day Air,Venmo,Fortnightly,Yes,Yes,27.479591836734695,Low Loyalty,Discount-Only (Only Buy on Sale)
1639,68,Male,Tennessee,51,18,Jacket,Outerwear,M,Black,Spring,4.6,No,Free Shipping,Venmo,Weekly,Yes,Yes,35.90816326530613,Medium Loyalty,Mixed Behavior
1640,41,Male,Missouri,65,50,Gloves,Accessories,L,Blue,Summer,3.3,No,Free Shipping,PayPal,Annually,Yes,Yes,55.50000000000001,High Loyalty,Valuable but Promo-Driven
1641,65,Male,Tennessee,51,13,Scarf,Accessories,S,Magenta,Spring,4.0,No,2-Day Shipping,PayPal,Weekly,Yes,Yes,32.8469387755102,Low Loyalty,Discount-Only (Only Buy on Sale)
1642,50,Male,Colorado,32,1,Hoodie,Clothing,L,Violet,Summer,3.4,No,Free Shipping,Bank Transfer,Every 3 Months,Yes,Yes,6.000000000000001,Low Loyalty,Discount-Only (Only Buy on Sale)
1643,18,Male,Mississippi,70,16,Coat,Outerwear,M,Beige,Spring,4.2,No,Store Pickup,PayPal,Fortnightly,Yes,Yes,42.183673469387756,Medium Loyalty,Mixed Behavior
1644,38,Male,Ohio,77,6,Scarf,Accessories,L,Pink,Summer,3.9,No,2-Day Shipping,PayPal,Monthly,Yes,Yes,37.56122448979592,Medium Loyalty,Mixed Behavior
1645,68,Male,North Carolina,90,21,Coat,Outerwear,S,Beige,Summer,3.9,No,Next Day Air,Debit Card,Monthly,Yes,Yes,53.24489795918368,Medium Loyalty,Mixed Behavior
1646,53,Male,Ohio,36,36,Scarf,Accessories,L,Green,Summer,2.8,No,Standard,Venmo,Every 3 Months,Yes,Yes,29.428571428571427,Low Loyalty,Discount-Only (Only Buy on Sale)
1647,58,Male,Nebraska,77,20,Handbag,Accessories,S,Silver,Summer,3.7,No,Standard,Bank Transfer,Every 3 Months,Yes,Yes,40.13265306122449,Medium Loyalty,Mixed Behavior
1648,34,Male,Hawaii,78,8,Boots,Footwear,M,Purple,Summer,4.9,No,Store Pickup,Debit Card,Quarterly,Yes,Yes,33.28571428571429,Low Loyalty,Discount-Only (Only Buy on Sale)
1649,36,Male,Oklahoma,69,22,Pants,Clothing,M,Gray,Summer,2.6,No,Express,Credit Card,Monthly,Yes,Yes,43.357142857142854,Medium Loyalty,Mixed Behavior
1650,58,Male,Wisconsin,63,3,T-shirt,Clothing,M,White,Summer,4.9,No,Free Shipping,Credit Card,Quarterly,Yes,Yes,22.724489795918373,Low Loyalty,Discount-Only (Only Buy on Sale)
1651,60,Male,Arkansas,36,46,Scarf,Accessories,M,Silver,Winter,3.4,No,Next Day Air,Credit Card,Fortnightly,Yes,Yes,43.55102040816327,Medium Loyalty,Mixed Behavior
1652,59,Male,Texas,80,42,Coat,Outerwear,M,Blue,Winter,3.9,No,Standard,Debit Card,Monthly,Yes,Yes,61.10204081632653,High Loyalty,Valuable but Promo-Driven
1653,65,Male,New Mexico,35,1,Sweater,Clothing,M,Orange,Summer,4.0,No,Next Day Air,Bank Transfer,Fortnightly,Yes,Yes,15.500000000000004,Low Loyalty,Discount-Only (Only Buy on Sale)
1654,31,Male,Colorado,93,29,Belt,Accessories,L,Silver,Winter,3.0,No,2-Day Shipping,Debit Card,Bi-Weekly,Yes,Yes,53.642857142857146,High Loyalty,Valuable but Promo-Driven
1655,43,Male,Indiana,25,14,Belt,Accessories,L,Gray,Spring,2.6,No,Store Pickup,Credit Card,Quarterly,Yes,Yes,10.459183673469386,Low Loyalty,Discount-Only (Only Buy on Sale)
1656,37,Male,Arizona,81,4,Sweater,Clothing,L,Gold,Spring,3.2,No,Next Day Air,PayPal,Monthly,Yes,Yes,38.33673469387755,Medium Loyalty,Mixed Behavior
1657,21,Male,Indiana,42,41,Blouse,Clothing,L,Brown,Spring,2.6,No,2-Day Shipping,PayPal,Every 3 Months,Yes,Yes,35.48979591836734,Medium Loyalty,Mixed Behavior
1658,69,Male,Indiana,36,4,Skirt,Clothing,L,Turquoise,Spring,3.2,No,Store Pickup,Debit Card,Bi-Weekly,Yes,Yes,9.836734693877553,Low Loyalty,Discount-Only (Only Buy on Sale)
1659,32,Male,Alaska,66,47,Jewelry,Accessories,S,Pink,Spring,4.1,No,Store Pickup,Cash,Weekly,Yes,Yes,61.16326530612245,High Loyalty,Valuable but Promo-Driven
1660,53,Male,Utah,37,44,Gloves,Accessories,M,Black,Fall,3.9,No,Next Day Air,Venmo,Annually,Yes,Yes,37.82653061224489,Medium Loyalty,Mixed Behavior
1661,59,Male,Louisiana,45,37,T-shirt,Clothing,L,Yellow,Winter,4.1,No,Standard,Venmo,Monthly,Yes,Yes,40.54081632653061,Medium Loyalty,Mixed Behavior
1662,64,Male,Iowa,86,21,Gloves,Accessories,S,Beige,Summer,2.7,No,2-Day Shipping,Debit Card,Quarterly,Yes,Yes,45.244897959183675,Medium Loyalty,Mixed Behavior
1663,63,Male,New Mexico,24,46,Sunglasses,Accessories,M,Olive,Winter,4.6,No,Free Shipping,Debit Card,Fortnightly,Yes,Yes,37.55102040816327,Medium Loyalty,Mixed Behavior
1664,43,Male,Maine,22,1,Shirt,Clothing,XL,Gold,Summer,3.5,No,Standard,Cash,Bi-Weekly,Yes,Yes,1.0000000000000009,Low Loyalty,Discount-Only (Only Buy on Sale)
1665,19,Male,Minnesota,53,35,Handbag,Accessories,M,Purple,Spring,5.0,No,Next Day Air,PayPal,Weekly,Yes,Yes,47.316326530612244,Medium Loyalty,Mixed Behavior
1666,40,Male,New Mexico,41,49,Jacket,Outerwear,L,Pink,Fall,3.4,No,Next Day Air,Venmo,Monthly,Yes,Yes,45.88775510204081,Medium Loyalty,Mixed Behavior
1667,51,Male,Arkansas,64,47,Skirt,Clothing,M,Blue,Summer,3.1,No,Store Pickup,PayPal,Annually,Yes,Yes,53.163265306122454,Medium Loyalty,Mixed Behavior
1668,51,Male,Oklahoma,40,24,Handbag,Accessories,L,Brown,Winter,3.4,No,2-Day Shipping,Bank Transfer,Every 3 Months,Yes,Yes,24.081632653061224,Low Loyalty,Discount-Only (Only Buy on Sale)
1669,66,Male,Utah,33,28,Blouse,Clothing,L,Charcoal,Summer,4.0,No,Standard,Debit Card,Fortnightly,Yes,Yes,31.03061224489796,Low Loyalty,Discount-Only (Only Buy on Sale)
1670,42,Male,Wisconsin,59,22,T-shirt,Clothing,L,Maroon,Winter,2.7,No,Store Pickup,Bank Transfer,Quarterly,Yes,Yes,32.357142857142854,Low Loyalty,Discount-Only (Only Buy on Sale)
1671,22,Male,Utah,73,20,Pants,Clothing,L,Cyan,Fall,3.6,No,Free Shipping,Cash,Weekly,Yes,Yes,48.132653061224495,Medium Loyalty,Mixed Behavior
1672,31,Male,Utah,22,25,Hoodie,Clothing,M,Olive,Winter,4.0,No,Free Shipping,Bank Transfer,Weekly,Yes,Yes,25.693877551020407,Low Loyalty,Discount-Only (Only Buy on Sale)
1673,18,Male,South Carolina,73,15,Boots,Footwear,L,Gold,Fall,3.8,No,Free Shipping,Venmo,Quarterly,Yes,Yes,35.07142857142858,Medium Loyalty,Mixed Behavior
1674,21,Male,Hawaii,62,49,Blouse,Clothing,M,Violet,Fall,3.4,No,Next Day Air,Venmo,Bi-Weekly,Yes,Yes,50.38775510204081,Medium Loyalty,Mixed Behavior
1675,35,Male,Alaska,56,10,Coat,Outerwear,M,Peach,Winter,3.2,No,Free Shipping,Debit Card,Fortnightly,Yes,Yes,31.510204081632658,Low Loyalty,Discount-Only (Only Buy on Sale)
1676,35,Male,Colorado,90,21,Pants,Clothing,M,Beige,Spring,4.7,No,Next Day Air,Credit Card,Annually,Yes,Yes,50.244897959183675,Medium Loyalty,Mixed Behavior
1677,27,Male,West Virginia,44,34,Sunglasses,Accessories,M,Cyan,Winter,3.1,No,Next Day Air,Bank Transfer,Weekly,Yes,Yes,42.20408163265306,Medium Loyalty,Mixed Behavior
1678,65,Male,Oregon,35,41,Jeans,Clothing,L,Silver,Summer,3.3,No,Next Day Air,Debit Card,Weekly,No,No,41.98979591836734,Medium Loyalty,Mixed Behavior
1679,41,Male,Ohio,71,30,Pants,Clothing,S,Magenta,Summer,4.8,No,2-Day Shipping,Venmo,Fortnightly,No,No,51.25510204081634,Medium Loyalty,Mixed Behavior
1680,60,Male,Massachusetts,52,24,Dress,Clothing,S,Black,Fall,4.5,No,Next Day Air,Debit Card,Bi-Weekly,No,No,30.08163265306123,Low Loyalty,"At Risk (Low Value, No Discounts)"
1681,61,Male,Louisiana,37,6,Shoes,Footwear,M,Olive,Summer,3.4,No,Store Pickup,Credit Card,Annually,No,No,14.56122448979592,Low Loyalty,"At Risk (Low Value, No Discounts)"
1682,24,Male,Virginia,95,14,Sneakers,Footwear,L,Green,Winter,3.7,No,2-Day Shipping,Credit Card,Bi-Weekly,No,No,45.45918367346938,Medium Loyalty,Mixed Behavior
1683,65,Male,New York,97,37,Socks,Clothing,M,Yellow,Fall,4.9,No,2-Day Shipping,Credit Card,Bi-Weekly,No,No,60.54081632653061,High Loyalty,Genuinely Loyal (No Discounts Needed)
1684,23,Male,Arkansas,57,37,Coat,Outerwear,S,Lavender,Spring,3.5,No,Next Day Air,Venmo,Quarterly,No,No,40.54081632653062,Medium Loyalty,Mixed Behavior
1685,30,Male,New Mexico,93,28,Shirt,Clothing,M,Indigo,Spring,4.6,No,Standard,PayPal,Weekly,No,No,63.03061224489795,High Loyalty,Genuinely Loyal (No Discounts Needed)
1686,33,Male,Minnesota,48,43,Blouse,Clothing,M,Pink,Winter,4.6,No,Standard,PayPal,Bi-Weekly,No,No,39.714285714285715,Medium Loyalty,Mixed Behavior
1687,22,Male,Illinois,75,25,Gloves,Accessories,L,Red,Fall,4.2,No,Store Pickup,Cash,Annually,No,No,45.193877551020414,Medium Loyalty,Mixed Behavior
1688,67,Male,Georgia,70,4,Skirt,Clothing,S,Magenta,Winter,3.7,No,Free Shipping,PayPal,Annually,No,No,29.836734693877553,Low Loyalty,"At Risk (Low Value, No Discounts)"
1689,28,Male,Mississippi,26,13,Handbag,Accessories,S,Peach,Winter,3.0,No,Next Day Air,Venmo,Fortnightly,No,No,18.346938775510203,Low Loyalty,"At Risk (Low Value, No Discounts)"
1690,32,Male,North Carolina,73,32,Shirt,Clothing,L,Turquoise,Winter,4.6,No,Store Pickup,Bank Transfer,Monthly,No,No,51.4795918367347,Medium Loyalty,Mixed Behavior
1691,40,Male,Nevada,30,1,Coat,Outerwear,M,Black,Summer,3.2,No,Free Shipping,Cash,Annually,No,No,8.0,Low Loyalty,"At Risk (Low Value, No Discounts)"
1692,64,Male,Connecticut,61,4,Shoes,Footwear,L,Blue,Summer,3.5,No,Next Day Air,Cash,Annually,No,No,25.336734693877556,Low Loyalty,"At Risk (Low Value, No Discounts)"
1693,56,Male,Utah,75,33,Handbag,Accessories,M,Beige,Winter,2.6,No,Standard,Cash,Bi-Weekly,No,No,47.091836734693885,Medium Loyalty,Mixed Behavior
1694,63,Male,Tennessee,88,45,Jacket,Outerwear,XL,Olive,Fall,4.9,No,Standard,Bank Transfer,Fortnightly,No,No,68.93877551020408,High Loyalty,Genuinely Loyal (No Discounts Needed)
1695,20,Male,Mississippi,67,20,Shirt,Clothing,M,Turquoise,Summer,2.7,No,Express,Debit Card,Fortnightly,No,No,43.13265306122449,Medium Loyalty,Mixed Behavior
1696,54,Male,Nebraska,95,1,Hat,Accessories,S,Yellow,Fall,4.7,No,2-Day Shipping,PayPal,Fortnightly,No,No,45.5,Medium Loyalty,Mixed Behavior
1697,31,Male,West Virginia,69,7,Sunglasses,Accessories,S,Turquoise,Spring,4.0,No,Free Shipping,Credit Card,Bi-Weekly,No,No,28.1734693877551,Low Loyalty,"At Risk (Low Value, No Discounts)"
1698,36,Male,South Carolina,87,48,Shirt,Clothing,L,Lavender,Fall,3.5,No,Next Day Air,Credit Card,Every 3 Months,No,No,62.27551020408164,High Loyalty,Genuinely Loyal (No Discounts Needed)
1699,25,Male,Iowa,41,46,Belt,Accessories,XL,Turquoise,Winter,4.8,No,Standard,Bank Transfer,Quarterly,No,No,38.05102040816327,Medium Loyalty,Mixed Behavior
1700,20,Male,North Dakota,67,34,Sweater,Clothing,L,Teal,Spring,4.0,No,Free Shipping,Debit Card,Annually,No,No,46.70408163265306,Medium Loyalty,Mixed Behavior
1701,62,Male,West Virginia,70,36,Hoodie,Clothing,L,Black,Fall,4.1,No,Express,Bank Transfer,Monthly,No,No,52.42857142857142,Medium Loyalty,Mixed Behavior
1702,69,Male,Mississippi,41,44,Handbag,Accessories,XL,Blue,Winter,3.8,No,Next Day Air,Debit Card,Every 3 Months,No,No,36.826530612244895,Medium Loyalty,Mixed Behavior
1703,54,Male,Alabama,83,48,Jeans,Clothing,XL,Yellow,Summer,5.0,No,Express,Bank Transfer,Weekly,No,No,70.27551020408164,High Loyalty,Genuinely Loyal (No Discounts Needed)
1704,39,Male,California,22,12,Backpack,Accessories,M,Black,Spring,4.0,No,Next Day Air,Bank Transfer,Annually,No,No,10.734693877551022,Low Loyalty,"At Risk (Low Value, No Discounts)"
1705,56,Male,Idaho,20,19,Sneakers,Footwear,M,Lavender,Summer,3.9,No,Store Pickup,Cash,Every 3 Months,No,No,11.020408163265305,Low Loyalty,"At Risk (Low Value, No Discounts)"
1706,39,Male,South Dakota,29,49,Jewelry,Accessories,L,Cyan,Summer,3.4,No,2-Day Shipping,Venmo,Bi-Weekly,No,No,33.88775510204082,Medium Loyalty,Mixed Behavior
1707,37,Male,North Dakota,87,25,Sunglasses,Accessories,M,Brown,Spring,3.0,No,Standard,Venmo,Fortnightly,No,No,56.19387755102041,High Loyalty,Genuinely Loyal (No Discounts Needed)
1708,25,Male,Nevada,81,25,Shorts,Clothing,L,Maroon,Fall,4.9,No,2-Day Shipping,Cash,Bi-Weekly,No,No,45.19387755102041,Medium Loyalty,Mixed Behavior
1709,35,Male,Florida,58,1,Boots,Footwear,L,Cyan,Spring,3.2,No,Express,Credit Card,Quarterly,No,No,19.000000000000007,Low Loyalty,"At Risk (Low Value, No Discounts)"
1710,45,Male,Indiana,83,19,Skirt,Clothing,M,Pink,Winter,3.8,No,Standard,Bank Transfer,Annually,No,No,45.520408163265316,Medium Loyalty,Mixed Behavior
1711,19,Male,Arkansas,59,7,Pants,Clothing,XL,Orange,Fall,3.8,No,Store Pickup,Credit Card,Quarterly,No,No,23.173469387755105,Low Loyalty,"At Risk (Low Value, No Discounts)"
1712,21,Male,North Carolina,93,19,T-shirt,Clothing,M,Lavender,Spring,4.7,No,Express,Credit Card,Monthly,No,No,53.52040816326531,Medium Loyalty,Mixed Behavior
1713,65,Male,Illinois,87,9,T-shirt,Clothing,S,Beige,Fall,3.8,No,2-Day Shipping,Cash,Fortnightly,No,No,46.39795918367348,Medium Loyalty,Mixed Behavior
1714,49,Male,Missouri,22,37,Jacket,Outerwear,M,Pink,Winter,4.6,No,Free Shipping,PayPal,Quarterly,No,No,23.04081632653061,Low Loyalty,"At Risk (Low Value, No Discounts)"
1715,30,Male,South Dakota,71,15,Jeans,Clothing,S,Charcoal,Summer,4.4,No,Standard,Cash,Monthly,No,No,40.07142857142858,Medium Loyalty,Mixed Behavior
1716,23,Male,Idaho,69,30,Dress,Clothing,XL,Gray,Spring,3.4,No,2-Day Shipping,PayPal,Bi-Weekly,No,No,42.255102040816325,Medium Loyalty,Mixed Behavior
1717,69,Male,Connecticut,47,30,Blouse,Clothing,M,Cyan,Winter,4.7,No,Standard,Cash,Every 3 Months,No,No,31.255102040816325,Low Loyalty,"At Risk (Low Value, No Discounts)"
1718,29,Male,Hawaii,50,16,Hoodie,Clothing,L,Orange,Summer,2.9,No,Express,Debit Card,Bi-Weekly,No,No,24.183673469387756,Low Loyalty,"At Risk (Low Value, No Discounts)"
1719,54,Male,Maryland,96,14,T-shirt,Clothing,L,Pink,Winter,3.4,No,2-Day Shipping,PayPal,Every 3 Months,No,No,45.9591836734694,Medium Loyalty,Mixed Behavior
1720,45,Male,Maryland,39,8,Sweater,Clothing,M,White,Winter,3.2,No,Free Shipping,Venmo,Quarterly,No,No,13.785714285714286,Low Loyalty,"At Risk (Low Value, No Discounts)"
1721,25,Male,Massachusetts,84,40,Shorts,Clothing,S,Beige,Winter,2.8,No,Express,Debit Card,Bi-Weekly,No,No,55.87755102040817,High Loyalty,Genuinely Loyal (No Discounts Needed)
1722,34,Male,Delaware,28,24,Jewelry,Accessories,S,Magenta,Spring,4.3,No,Free Shipping,Credit Card,Monthly,No,No,24.081632653061224,Low Loyalty,"At Risk (Low Value, No Discounts)"
1723,46,Male,Massachusetts,51,14,T-shirt,Clothing,L,Violet,Summer,3.3,No,Standard,Cash,Fortnightly,No,No,31.459183673469393,Low Loyalty,"At Risk (Low Value, No Discounts)"
1724,70,Male,New York,20,39,Scarf,Accessories,XL,Gold,Spring,3.3,No,Standard,PayPal,Annually,No,No,26.265306122448973,Low Loyalty,"At Risk (Low Value, No Discounts)"
1725,42,Male,Delaware,72,21,Shoes,Footwear,S,Teal,Winter,3.3,No,Free Shipping,PayPal,Weekly,No,No,48.244897959183675,Medium Loyalty,Mixed Behavior
1726,45,Male,Massachusetts,33,32,Sunglasses,Accessories,M,Indigo,Spring,3.0,No,Next Day Air,Venmo,Quarterly,No,No,25.479591836734695,Low Loyalty,"At Risk (Low Value, No Discounts)"
1727,57,Male,Indiana,28,45,Coat,Outerwear,S,Olive,Summer,2.8,No,Express,Debit Card,Weekly,No,No,40.93877551020408,Medium Loyalty,Mixed Behavior
1728,49,Male,Virginia,53,19,Blouse,Clothing,S,Violet,Spring,4.0,No,Express,PayPal,Monthly,No,No,33.52040816326531,Low Loyalty,"At Risk (Low Value, No Discounts)"
1729,23,Male,Wyoming,48,1,Jeans,Clothing,L,Black,Fall,4.3,No,Express,Debit Card,Every 3 Months,No,No,14.000000000000004,Low Loyalty,"At Risk (Low Value, No Discounts)"
1730,47,Male,Illinois,21,12,Shorts,Clothing,M,Brown,Winter,3.8,No,Store Pickup,Venmo,Fortnightly,No,No,15.234693877551022,Low Loyalty,"At Risk (Low Value, No Discounts)"
1731,23,Male,Alabama,22,26,Shirt,Clothing,S,Silver,Fall,4.2,No,Free Shipping,Credit Card,Weekly,No,No,26.30612244897959,Low Loyalty,"At Risk (Low Value, No Discounts)"
1732,21,Male,Idaho,87,12,Backpack,Accessories,M,Gray,Fall,3.1,No,Next Day Air,Cash,Monthly,No,No,46.23469387755103,Medium Loyalty,Mixed Behavior
1733,45,Male,Rhode Island,50,36,Belt,Accessories,S,Charcoal,Winter,2.6,No,Free Shipping,Cash,Every 3 Months,No,No,36.42857142857142,Medium Loyalty,Mixed Behavior
1734,67,Male,New York,85,22,Blouse,Clothing,L,Black,Summer,3.4,No,Express,Credit Card,Annually,No,No,48.357142857142854,Medium Loyalty,Mixed Behavior
1735,31,Male,Missouri,98,16,Jeans,Clothing,L,Brown,Spring,3.1,No,Next Day Air,PayPal,Quarterly,No,No,48.18367346938776,Medium Loyalty,Mixed Behavior
1736,58,Male,Texas,34,31,Dress,Clothing,M,Purple,Winter,3.6,No,Express,Venmo,Annually,No,No,28.367346938775505,Low Loyalty,"At Risk (Low Value, No Discounts)"
1737,57,Male,Tennessee,61,43,Shorts,Clothing,M,Purple,Summer,2.6,No,2-Day Shipping,Cash,Quarterly,No,No,46.21428571428572,Medium Loyalty,Mixed Behavior
1738,42,Male,Ohio,98,50,Jewelry,Accessories,L,Gray,Summer,4.2,No,Store Pickup,Venmo,Bi-Weekly,No,No,69.0,High Loyalty,Genuinely Loyal (No Discounts Needed)
1739,60,Male,Tennessee,61,37,Handbag,Accessories,M,Green,Spring,2.9,No,2-Day Shipping,Credit Card,Weekly,No,No,52.54081632653062,Medium Loyalty,Mixed Behavior
1740,21,Male,Minnesota,98,23,Jewelry,Accessories,L,Silver,Winter,4.2,No,Express,Cash,Weekly,No,No,62.46938775510205,High Loyalty,Genuinely Loyal (No Discounts Needed)
1741,69,Male,Wisconsin,21,10,Pants,Clothing,L,Charcoal,Fall,3.3,No,Next Day Air,Bank Transfer,Every 3 Months,No,No,6.0102040816326525,Low Loyalty,"At Risk (Low Value, No Discounts)"
1742,41,Male,Delaware,51,20,Pants,Clothing,XL,Teal,Winter,3.6,No,Next Day Air,Bank Transfer,Monthly,No,No,33.13265306122449,Low Loyalty,"At Risk (Low Value, No Discounts)"
